year,outage_date,outage_time,state(s) affected,state(s) affected_abbr,region,utility_region,listed cause,weather-related?,weather_type,weather_details (where available)
2005,8/29/05,1:10 AM,Louisiana,LA,South,SPP,Hurricane Katrin/a,yes,tropical cyclones (including hurricanes),Hurricane Katrin/a
2005,8/29/05,6:00 AM,Louisiana,LA,South,SPP,Hurricane Katrin/a,yes,tropical cyclones (including hurricanes),Hurricane Katrin/a
2005,8/29/05,7:10 AM,"Alabama, Florida, Mississippi","AL, FL, MS",Southeast,SERC,Hurricane Katrin/a,yes,tropical cyclones (including hurricanes),Hurricane Katrin/a
2005,8/29/05,3:50 PM,"Alabama, Mississippi, Tennessee","AL, MS, TN","Ohio Valley, South, Southeast",SERC,Hurricane Katrin/a,yes,tropical cyclones (including hurricanes),Hurricane Katrin/a
2005,9/12/05,12:32 PM,California,CA,West,WECC,Breaker Puerto Ricootection cable accidentally cut,not attributed to weather ,,
2005,9/13/05,2:14 PM,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,Voltage Reduction/Load Shed,not attributed to weather ,,
2005,9/13/05,6:30 PM,Wisconsin,WI,Upper Midwest,MAIN,Severe Storm,yes,severe weather,
2005,9/14/05,3:00 PM,North Carolina,NC,Southeast,SERC,Hurricane Ophelia,yes,tropical cyclones (including hurricanes),Hurricane Ophelia
2005,9/21/05,7:00 PM,Minnesota,MN,Upper Midwest,MRO,High Winds/Torn/ados,yes,severe weather,
2005,9/22/05,11:00 AM,Michigan,MI,Upper Midwest,ECAR,Severe Thunderstorm,yes,severe weather,
2005,9/23/05,1:06 PM,Louisiana,LA,South,SPP,Hurricane Rita,yes,tropical cyclones (including hurricanes),Hurricane Rita
2005,9/23/05,5:00 PM,Texas,TX,South,ERCOT,Hurricane Rita,yes,tropical cyclones (including hurricanes),Hurricane Rita
2005,9/23/05,9:00 PM,"Arkansas, Louisiana, Mississippi, Texas","AR, LA, MS, TX",South,SPP,Hurricane Rita,yes,tropical cyclones (including hurricanes),Hurricane Rita
2005,9/24/05,6:00 AM,Texas,TX,South,ERCOT,Hurricane Rita,yes,tropical cyclones (including hurricanes),Hurricane Rita
2005,9/24/05,10:00 AM,Louisiana,LA,South,ECAR,Hurricane Rita,yes,tropical cyclones (including hurricanes),Hurricane Rita
2005,10/2/05,5:40 PM,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,Voltage Reduction/Load Shed,not attributed to weather ,,
2005,10/18/05,3:19 PM,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,Voltage Reduction/Load Shed,not attributed to weather ,,
2005,10/22/05,9:44 AM,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,Voltage Reduction/Load Shed,not attributed to weather ,,
2005,10/23/05,8:00 PM,Florida,FL,Southeast,FRCC,Hurricane Wilma,yes,tropical cyclones (including hurricanes),Hurricane Wilma
2005,10/24/05,4:00 AM,Florida,FL,Southeast,FRCC,Hurricane Wilma,yes,tropical cyclones (including hurricanes),Hurricane Wilma
2005,10/24/05,7:00 AM,Florida,FL,Southeast,FRCC,Hurricane Wilma,yes,tropical cyclones (including hurricanes),Hurricane Wilma
2005,10/24/05,8:00 PM,"Maryland, Pennsylvania, West Virginia","MD, PA, WV","Northeast, Southeast",MAAC,Hurricane Wilma,yes,tropical cyclones (including hurricanes),Hurricane Wilma
2005,11/6/05,7:30 AM,Michigan,MI,Upper Midwest,ECAR,Severe Thunderstorm,yes,severe weather,
2005,11/12/05,4:00 PM,Wisconsin,WI,Upper Midwest,WeEnergiesMAIN,Severe Thunderstorms,yes,severe weather,
2005,11/12/05,11:00 PM,Michigan,MI,Upper Midwest,ECAR,Severe Thunderstorm,yes,severe weather,
2005,12/15/05,4:00 AM,"North Carolina, South Carolina","NC, SC",Southeast,SERC,Ice Storm,yes,winter weather,
2005,12/15/05,5:05 AM,Georgia,GA,Southeast,SERC,Ice Storm,yes,winter weather,
2005,12/31/05,6:00 AM,California,CA,West,WECC,Severe Storms,yes,severe weather,
2006,1/14/06,3:45 PM,Pennsylvania,PA,Northeast,RFC,High Winds,yes,severe weather,
2006,1/18/06,3:16 PM,Maine,ME,Northeast,NPCC,Severe Storm,yes,severe weather,
2006,2/4/06,1:34 AM,Washington,WA,Northwest,WECC,Strong Winds,yes,severe weather,
2006,2/4/06,4:30 AM,Washington,WA,Northwest,WECC,Severe Windstorm,yes,severe weather,
2006,2/11/06,9:00 PM,Maryland,MD,Northeast,RFC,Major Snow Storm,yes,winter weather,
2006,2/12/06,12:06 AM,"DC, Maryland","DC, MD",Northeast,RFC,Major Snow Storm,yes,winter weather,
2006,2/12/06,2:00 AM,"Delaware, Maryland","DE, MD",Northeast,RFC,Winter Snow/Ice Storm,yes,winter weather,
2006,2/12/06,2:00 AM,New Jersey,NJ,Northeast,RFC,Winter Snow/Ice Storm,yes,winter weather,
2006,2/12/06,5:55 AM,Virginia,VA,Southeast,RFC,Severe Snow Storm,yes,winter weather,
2006,2/16/06,12:00 PM,Michigan,MI,Upper Midwest,RFC,Severe Thunderstorm/ Snow/Ice Storm,yes,severe weather,
2006,2/17/06,4:32 AM,New York,NY,Northeast,NPCC,Severe Weather,yes,severe weather,
2006,2/27/06,6:25 PM,California,CA,West,WECC,Severe Winter Storm,yes,winter weather,
2006,3/9/06,2:00 PM,"Arkansas, Louisiana, Mississippi, Texas","AR, LA, MS, TX",South,SERC,Severe Weather,yes,severe weather,
2006,3/12/06,8:30 PM,Illinois,IL,Ohio Valley,RFC,Severe Weather,yes,severe weather,
2006,4/2/06,9:00 PM,Indiana,IN,Ohio Valley,RFC,Major Storms/Torn/adoes,yes,severe weather,
2006,4/7/06,8:43 AM,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,Voltage Reduction/Load Shed,not attributed to weather ,,
2006,4/8/06,4:00 AM,"Alabama, Georgia","AL, GA",Southeast,SERC,Severe Weather/ Torn/adoes,yes,severe weather,
2006,4/17/06,3:25 PM,Texas,TX,South,ERCOT,Load Shed/Declared EECP,yes,heat,
2006,4/17/06,4:10 PM,Texas,TX,South,ERCOT,Load Shed/Made Public Appeals/Rolling Blackouts,yes,heat,
2006,4/17/06,4:11 PM,Texas,TX,South,ERCOT,Load Shed/ Declared EECP,yes,heat,
2006,4/17/06,4:20 PM,Texas,TX,South,ERCOT,Load Shed/Made Public Appeals/Rolling Blackouts,yes,heat,
2006,4/17/06,4:35 PM,Texas,TX,South,ERCOT,Load Shed/Declared EECP,yes,heat,
2006,4/21/06,7:00 AM,Texas,TX,South,ERCOT,Severe Weather,yes,severe weather,
2006,5/3/06,3:30 PM,California,CA,West,WECC,Transmission Equipment Failure/Fire,not attributed to weather ,,
2006,5/4/06,2:12 PM,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,Load Shed,not attributed to weather ,,
2006,5/19/06,3:13 PM,California,CA,West,WECC,Lightning Strike,yes,severe weather,
2006,5/25/06,7:50 PM,"Indiana, Kentucky, Ohio","IN, KY, OH",Ohio Valley,RFC,Severe Weather,yes,severe weather,
2006,6/1/06,2:12 PM,Hawaii,HI,Hawaii/Alaska,HECO,Load Shed,not attributed to weather ,,
2006,6/1/06,6:00 PM,Pennsylvania,PA,Northeast,RFC,Severe Weather,yes,severe weather,
2006,6/1/06,6:30 PM,Maryland,MD,Northeast,RFC,Severe Thunderstorms,yes,severe weather,
2006,6/11/06,6:00 PM,North Carolina,NC,Southeast,SERC,Severe Thunderstorm,yes,tropical cyclones (including hurricanes),
2006,6/22/06,2:00 PM,"Indiana, Ohio","IN, OH",Ohio Valley,RFC,Severe Thunderstorms,yes,severe weather,
2006,7/2/06,6:39 PM,Virginia,VA,Southeast,RFC,Severe Thunderstorms,yes,severe weather,
2006,7/4/06,5:30 PM,Virginia,VA,Southeast,SERC,Severe Thunderstorms,yes,severe weather,
2006,7/16/06,2:00 PM,Michigan ,MI,Upper Midwest,RFC,Severe Lightning Storms,yes,severe weather,
2006,7/17/06,6:50 PM,New York,NY,Northeast,NPCC,Severe Weather/Public Appeals Made/Voltage Reduction,yes,heat,
2006,7/17/06,9:00 PM,Illinois,IL,Ohio Valley,RFC,Severe Lightning Storms,yes,severe weather,
2006,7/18/06,6:36 PM,Pennsylvania,PA,Northeast,RFC,Severe Lightning Storms,yes,severe weather,
2006,7/18/06,8:07 PM,Connecticut,CT,Northeast,NPCC,Lightning Storms/Tripped Lines,yes,severe weather,
2006,7/19/06,6:00 PM,"Illinois, Missouri","IL, MO",Ohio Valley,MRO,Severe Storms (Many customers experienced multiple outages.),yes,severe weather,https://www.spc.noaa.gov/exper/archive/event.php?date=20060719
2006,7/19/06,11:00 AM,Arkansas,AR,South,SERC,Load Reduction/Public Appeals Made,yes,heat,
2006,7/24/06,2:33 PM,California,CA,West,WECC,WidesPuerto Ricoead Heat Wave/CAISO Implementation of Stage 2 Electrical Emergency Plan,yes,heat,
2006,7/27/06,6:38 PM,Pennsylvania,PA,Northeast,RFC,Severe Thunderstorms,yes,severe weather,
2006,8/2/06,12:00 PM,"Midwest ISO's Market Sub-regions: AMRN, CIN, CILC, CWLD, CWLP, FE, HE, IP, IPL, LGEE, MECS, NIPS, SIGE, SIPC","IA, IL, IN, OH, MI, MN, MO, MT, ND, SD, WI","Northern Rockies and Plains, Ohio Valley, Upper Midwest",MRO,Declared Energy Emergency Alert 2/Heat Wave,yes,heat,
2006,8/2/06,7:00 PM,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont","CT, ME, MA, NH, RI, VT",Northeast,NPCC,Severe Thunderstorms,yes,severe weather,
2006,8/3/06,2:16 PM,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,Shed Firm Load,not attributed to weather ,,
2006,8/10/06,8:00 PM,"Idaho, Oregon","ID, OR",Northwest,WECC,Severe Thunderstorm,yes,severe weather,
2006,8/24/06,9:58 PM,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,Shed Firm Load/Reduced Voltage,not attributed to weather ,,
2006,9/1/06,5:30 AM,North Carolina,NC,Southeast,SERC,tropical Storm Ernesto,yes,tropical cyclones (including hurricanes),tropical Storm Ernesto
2006,9/1/06,6:41 AM,"North Carolina, Virginia","NC, VA",Southeast,SERC,tropical Storm Ernesto,yes,tropical cyclones (including hurricanes),tropical Storm Ernesto
2006,9/1/06,10:00 AM,Southern Delmarva Peninsula,"DE, MD",Northeast,RFC,tropical Storm Ernesto,yes,tropical cyclones (including hurricanes),tropical Storm Ernesto
2006,9/1/06,3:00 PM,Pennsylvania,PA,Northeast,RFC,tropical Storm Ernesto,yes,tropical cyclones (including hurricanes),tropical Storm Ernesto
2006,9/1/06,8:00 PM,New Jersey,NJ,Northeast,RFC,tropical Storm Ernesto,yes,tropical cyclones (including hurricanes),tropical Storm Ernesto
2006,9/14/06,8:56 AM,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,Shed Firm Load/Reduced Voltage,not attributed to weather ,,
2006,9/28/06,8:08 PM,"North Carolina, Virginia","NC, VA",Southeast,SERC,Severe Thunderstorms,yes,severe weather,
2006,10/2/06,3:05 PM,California,CA,West,WECC,Shed Firm Load,not attributed to weather ,,
2006,10/2/06,2:00 PM,Illinois,IL,Ohio Valley,RFC,Severe Thunderstorms,yes,severe weather,
2006,10/12/06,5:48 PM,New York,NY,Northeast,NPCC,Snow Storm,yes,winter weather,
2006,10/12/06,8:00 PM,New York,NY,Northeast,NPCC,Snow Storm,yes,winter weather,
2006,10/15/06,7:09 AM,Hawaii,HI,Hawaii/Alaska,MECO,Earthquakes,not attributed to weather ,,
2006,10/15/06,7:09 AM,Hawaii,HI,Hawaii/Alaska,HECO,Earthquakes,not attributed to weather ,,
2006,10/20/06,1:00 PM,Pennsylvania,PA,Northeast,RFC,High Winds,yes,severe weather,
2006,10/26/06,5:30 AM,Colorado,CO,SouthWest,MRO,Wet Snow/Winds,yes,severe weather,
2006,11/15/06,10:00 AM,Texas,TX,South,ERCOT,High Winds,yes,severe weather,
2006,11/15/06,1:00 PM,Washington,WA,Northwest,WECC,High Winds,yes,severe weather,
2006,11/15/06,3:00 PM,Georgia,GA,Southeast,SERC,Severe Weather,yes,severe weather,
2006,11/26/06,1:00 PM,Washington,WA,Northwest,WECC,Wind/Snow Storm,yes,winter weather,
2006,11/30/06,9:00 PM,"Illinois, Missouri ","IL, MO",Ohio Valley,MRO,Ice Storm,yes,winter weather,
2006,12/1/06,6:20 PM,Ohio,OH,Ohio Valley,RFC,Wind Storm,yes,severe weather,
2006,12/13/06,4:30 AM,Washington,WA,Northwest,WECC,Wind Storm,yes,severe weather,
2006,12/14/06,12:01 AM,Washington,WA,Northwest,WECC,Wind Storm,yes,severe weather,
2006,12/14/06,5:30 AM,Washington,WA,Northwest,WECC,Wind Storm,yes,severe weather,
2006,12/14/06,9:44 AM,"Idaho, Montan/a, Oregon, Washington  ","ID, MT, OR, WA","Northern Rockies and Plains, Northwest",WECC,Wind Storm,yes,severe weather,
2006,12/14/06,12:07 PM,Oregon,OR,Northwest,WECC,HIgh Winds,yes,severe weather,
2006,12/14/06,5:00 PM,Washington,WA,Northwest,WECC,High Winds,yes,severe weather,
2006,12/14/06,7:00 PM,Oregon,OR,Northwest,WECC,High Winds,yes,severe weather,
2006,12/16/06,7:30 PM,Oregon,OR,Northwest,WECC,Transmission Equipment/Fire,not attributed to weather ,,
2006,12/26/06,12:01 AM,California,CA,West,WECC,Declared Energy Emergency Alert 2/Heat Wave,yes,heat,
2006,12/29/06,4:25 PM,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,Main Power Transformer Failure/Voltage Reduction/Fire,not attributed to weather ,,
2006,12/30/06,10:25 PM,Nebraska,NE,Northern Rockies and Plains,MRO,Severe Weather,yes,winter weather,
2007,1/13/07,5:00 AM,"Illinois, Missouri ","IL, MO",Ohio Valley,MRO,Ice Storm,yes,winter weather,
2007,1/13/07,7:30 AM,Michigan,MI,Upper Midwest,RFC,Ice Storm,yes,winter weather,
2007,1/16/07,2:00 AM,Washington,WA,Northwest,WECC,Major Windstorm,yes,severe weather,
2007,2/13/07,2:00 PM,"Indiana, Ohio","IN, OH",Ohio Valley,RFC,Ice/Wind Storm,yes,winter weather,
2007,2/13/07,5:00 PM,Maryland,MD,Northeast,RFC,Winter Storm,yes,winter weather,
2007,2/24/07,4:00 PM,"Iowa, Illinois","IA, IL","Ohio Valley, Upper Midwest",MRO,Ice Storm,yes,winter weather,
2007,2/24/07,6:00 PM,Iowa,IA,Upper Midwest,MRO,Ice Storm,yes,winter weather,
2007,2/24/07,7:23 PM,Iowa,IA,Upper Midwest,RFC,Ice Storm,yes,winter weather,
2007,2/28/07,12:45 AM,California,CA,West,WECC,Winter Storm,yes,winter weather,
2007,3/1/07,9:40 PM,"Alabama, Florida, Georgia, Mississippi","AL, FL, GA, MS",Southeast,SERC,Major Storm,yes,severe weather,
2007,3/31/07,7:30 AM,Texas,TX,South,ERCOT,Severe Thunderstorms,yes,severe weather,
2007,4/5/07,9:20 PM,Maine,ME,Northeast,NPCC,Heavy Snow Storm,yes,winter weather,
2007,4/12/07,12:32 AM,California,CA,West,WECC,High Winds,yes,severe weather,
2007,4/14/07,9:00 AM,"Massachusetts, New Hampshire, Rhode Island","MA, NH, RI",Northeast,NPCC,High Winds,yes,severe weather,
2007,4/16/07,8:00 AM,New Hampshire,NH,Northeast,NPCC,Severe Thunderstorms,yes,severe weather,
2007,4/16/07,10:14 AM,Maine,ME,Northeast,NPCC,Heavy Snow Storm,yes,winter weather,
2007,4/16/07,11:00 AM,"North Carolina, South Carolina","NC, SC",Southeast,SERC,HIgh Winds,yes,severe weather,
2007,4/16/07,2:00 PM,Maryland,MD,Northeast,RFC,Severe Thunderstorms,yes,winter weather,
2007,4/16/07,2:04 PM,"North Carolina, Virginia","NC, VA",Southeast,SERC,High Winds,yes,severe weather,
2007,5/2/07,1:30 PM,Texas,TX,South,ERCOT,Severe Storms,yes,severe weather,
2007,5/15/07,3:00 PM,Michigan,MI,Upper Midwest,RFC,Severe Thunderstorms,yes,severe weather,
2007,5/16/07,6:00 PM,Connecticut,CT,Northeast,NPCC,Severe Storm,yes,severe weather,
2007,6/5/07,10:56 AM,"Idaho, Oregon","ID, OR",Northwest,WECC,Load Shedding,not attributed to weather ,,
2007,6/27/07,3:41 PM,New York,NY,Northeast,NPCC,Lightning,yes,severe weather,
2007,6/29/07,9:23 AM,Arizona,AZ,SouthWest,WECC,Loss of Load,not attributed to weather ,,
2007,7/5/07,7:00 PM,Michigan,MI,Upper Midwest,RFC,Severe Storm,yes,severe weather,
2007,7/10/07,11:00 AM,New York,NY,Northeast,NPCC,Major Storms,yes,severe weather,
2007,7/18/07,6:00 PM,Illinois,IL,Ohio Valley,RFC,Severe Weather,yes,severe weather,
2007,7/19/07,3:00 PM,"Indiana, Kentucky, Michigan, Ohio, Tennessee, Virginia, West Virginia","IN, KY, MI, OH, TN, VA, WV","Ohio Valley, Southeast, Upper Midwest",RFC,Major Storm,yes,severe weather,
2007,7/19/07,3:50 PM,Virginia,VA,Southeast,SERC,Major Storms,yes,severe weather,
2007,8/9/07,2:53 PM,Pennsylvania,PA,Northeast,RFC,Severe Thunderstorms,yes,severe weather,
2007,8/13/07,1:30 AM,Missouri,MO,Ohio Valley,SERC,Severe Thunderstorm,yes,severe weather,
2007,8/14/07,2:00 PM,"Arkansas, Louisiana, Oklahoma, Texas","AR, LA, OK, TX",South,SPP,Declared Energy Emergency Alert2/Heat Wave,yes,heat,
2007,8/16/07,9:30 PM,"North Carolina, Virginia","NC, VA",Southeast,SERC,Severe Weather,yes,severe weather,
2007,8/19/07,11:34 PM,Virginia,VA,Southeast,SERC,Severe Thunderstorms,yes,tropical cyclones (including hurricanes),
2007,8/23/07,4:00 PM,Illinois,IL,Ohio Valley,RFC,Severe Storms,yes,severe weather,
2007,8/24/07,6:00 PM,Michigan,MI,Upper Midwest,RFC,Severe Storm,yes,severe weather,
2007,8/29/07,1:53 PM,California,CA,West,WECC,Shed Load,yes,heat,
2007,8/31/07,12:45 PM,California,CA,West,WECC,Declared Energy Emergency Alert 1/Heat wave,yes,heat,
2007,9/13/07,4:00 AM,Texas,TX,South,SPP,Hurricane Humberto,yes,tropical cyclones (including hurricanes),Hurricane Humberto
2007,9/17/07,7:01 PM,Indiana,IN,Ohio Valley,RFC,Electrical System Separation,not attributed to weather ,,
2007,9/18/07,5:15 AM,"Minnesota, North Dakota, South Dakota, Wisconsin","MN, ND, SD, WI","Northern Rockies and Plains, Upper Midwest",RFC,Electrical System Separation/Load Shedding/ Implemented Emergency Alert/ Severe Storms,yes,severe weather,
2007,10/18/07,3:00 PM,Washington,WA,Northwest,WECC,High Winds,yes,severe weather,
2007,10/22/07,2:01 PM,California,CA,West,WECC,Brush Fire/Load Shedding/Implemented Emergency Alert,yes,Wildfire,
2007,10/22/07,2:05 PM,California,CA,West,WECC,Brush Fire/Load Shedding,yes,Wildfire,
2007,10/22/07,2:06 PM,California,CA,West,WECC,Brush Fire/Load Shedding,yes,Wildfire,
2007,10/26/07,6:44 AM,California,CA,West,WECC,Load Shedding,yes,Wildfire,
2007,10/26/07,6:44 AM,California,CA,West,WECC,Brush Fire/Load Shedding,yes,Wildfire,
2007,11/3/07,6:00 PM,"Massachusetts, Rhode Island","MA, RI",Northeast,NPCC,tropical Storm,yes,tropical cyclones (including hurricanes),
2007,12/10/07,3:08 AM,Oklahoma,OK,South,SPP,Ice Storm,yes,winter weather,
2007,12/11/07,4:00 AM,Kansas,KS,South,MRO,Ice Storm,yes,winter weather,
2007,12/23/07,1:00 AM,Illinois,IL,Ohio Valley,RFC,Severe Storm,yes,severe weather,
2007,12/23/07,5:30 AM,Michigan,MI,Upper Midwest,RFC,Winter Storm,yes,winter weather,
2008,1/4/08,4:00 AM,California,CA,West,WECC,Winter Storm,yes,winter weather,
2008,1/4/08,7:47 AM,California,CA,West,WECC,Severe Storm,yes,winter weather,
2008,1/29/08,4:00 PM,"Arkansas, Louisiana, Mississippi","AR, LA, MS",South,SERC,Severe Thunderstorms,yes,severe weather,
2008,1/29/08,10:00 PM,Michigan,MI,Upper Midwest,RFC,Wind/Ice Storm,yes,winter weather,
2008,1/29/08,11:23 PM,Ohio,OH,Ohio Valley,RFC,High Winds,yes,severe weather,
2008,1/30/08,3:06 AM,New York,NY,Northeast,NPCC,High Winds,yes,severe weather,
2008,2/5/08,10:00 PM,Kentucky,KY,Ohio Valley,SERC,Severe Weather,yes,severe weather,
2008,2/6/08,9:00 AM,Tennessee,TN,Ohio Valley,SERC,Severe Weather,yes,severe weather,
2008,2/10/08,4:00 AM,"Maryland, Pennsylvania, Virginia, West Virginia","MD, PA, VA, WV","Northeast, Southeast",RFC,Severe Weather,yes,winter weather,
2008,2/10/08,11:00 AM,"Virginia, West Virginia","VA, WV","Ohio Valley, Southeast",RFC,High Winds,yes,severe weather,
2008,2/10/08,11:00 AM,"Ohio, Pennsylvania, Virginia, West Virginia","OH, PA, VA, WV","Northeast, Ohio Valley, Southeast",RFC,High Winds,yes,severe weather,
2008,2/10/08,2:06 PM,"North Carolina, South Carolina, Virginia","NC, SC, VA",Southeast,SERC,High Winds,yes,severe weather,
2008,2/10/08,6:02 PM,North Carolina,NC,Southeast,SERC,High Winds,yes,severe weather,
2008,2/12/08,3:00 PM,"Arkansas, Louisiana, Mississippi","AR, LA, MS",South,SERC,Severe Weather,yes,severe weather,
2008,2/13/08,6:43 PM,Maine,ME,Northeast,NPCC,Ice Storm,yes,winter weather,
2008,2/14/08,8:15 AM,Utah,UT,SouthWest,WECC,Load Shedding,yes,winter weather,
2008,2/15/08,3:06 PM,California,CA,West,WECC,Electrical System Separation,not attributed to weather ,,
2008,2/26/08,1:09 PM,Florida,FL,Southeast,FRCC,Transmission Equipment Failure,not attributed to weather ,,
2008,2/26/08,5:00 AM,"Alabama, Georgia","AL, GA",Southeast,SERC,Thunderstorms,yes,severe weather,
2008,2/26/08,1:09 PM,Florida,FL,Southeast,FRCC,Shed Firm Load,yes,severe weather,
2008,2/26/08,1:09 PM,Florida,FL,Southeast,FRCC,Under Frequency/Load Shedding,yes,severe weather,
2008,2/26/08,1:09 PM,Florida,FL,Southeast,FRCC,Under Frequency/Load Shedding,yes,severe weather,
2008,2/26/08,1:10 PM,Florida,FL,Southeast,FRCC,Under Frequency/Load Shedding,yes,severe weather,
2008,3/4/08,9:30 PM,"North Carolina, South Carolina","NC, SC",Southeast,SERC,Thunderstorms,yes,severe weather,
2008,3/8/08,2:14 PM,"North Carolina, Virginia","NC, VA",Southeast,SERC,Windstorm,yes,severe weather,
2008,3/8/08,4:00 PM,Pennsylvania,PA,Northeast,RFC,Severe Weather,yes,winter weather,
2008,3/15/08,8:55 PM,"Alabama, Georgia","AL, GA",Southeast,SERC,Major Storm,yes,severe weather,
2008,4/4/08,12:31 PM,"Arkansas, Louisiana, Mississippi","AR, LA, MS",South,SERC,Severe Thunderstorms,yes,severe weather,
2008,4/9/08,4:00 PM,Texas,TX,South,TRE,Severe Weather,yes,severe weather,
2008,5/11/08,6:00 AM,Georgia,GA,Southeast,SERC,Severe Thunderstorms,yes,severe weather,
2008,5/11/08,4:50 PM,Indiana,IN,Ohio Valley,RFC,Electric System Separation,yes,severe weather,
2008,5/12/08,12:01 AM,New Jersey,NJ,Northeast,RFC,Severe Storm,yes,severe weather,
2008,5/27/08,2:02 PM,Connecticut,CT,Northeast,NPCC,Lightning Storm,yes,severe weather,
2008,5/30/08,9:30 AM,Illinois,IL,Ohio Valley,RFC,Severe Storms,yes,severe weather,
